Time,Psi_deg,Psi_err_deg,CTE_m,Surge_u,Sway_v,Yaw_Rate_r_deg,Yaw_Torque_TN,Roll_phi_deg,Roll_Rate_p_deg,Mode,Obs_MinDist_m
29.550000000000285,-22.54913195185444,-3.144227108836194,0.5615465540161815,0.8279845727730007,0.1605406548161156,-6.633367405981191,26.68416975156447,29.3908376827775,-33.58875896317517,LMPC_AVOID,0.7203852706810185
29.600000000000286,-22.838112049605883,-3.067302847370254,0.5509750449432255,0.8316325679596991,0.1592813933927995,-6.5255073686115574,26.612656181124834,27.711399734618745,-54.63869396731742,LMPC_AVOID,0.687649318991591
29.650000000000286,-23.126963999328257,-2.989436892642163,0.539704537266314,0.8352541431700942,0.15803785602661943,-6.41897840559077,26.617331952503775,24.979465036252872,-74.56750211990695,LMPC_AVOID,0.6553439132211518
29.700000000000287,-23.41789109967843,-2.9099878266012227,0.5283812804560926,0.8388490630509728,0.15680927163938663,-6.3135298182006645,26.716426110507996,21.25108993025753,-92.715965479152,LMPC_AVOID,0.6235490639700778
29.750000000000288,-23.712101896833918,-2.8280267309014993,0.5170354371774384,0.8424171632510763,0.155594797178816,-6.2088594687860486,26.93804568305859,16.615291656299927,-108.41967904399222,LMPC_AVOID,0.5923531568854044
29.80000000000029,-24.009582725331892,-2.7460149433312435,0.5056546499920859,0.8459583582610305,0.15439349327712096,-6.104585452831873,27.17487070240051,11.194307704100316,-121.03130990843378,LMPC_AVOID,0.5618502510244888
29.85000000000029,-24.309004842439364,-2.6632397246606785,0.4941688610614955,0.8510041327152787,0.15320428650518714,-6.000634039329416,27.452851401034934,5.1427422086786265,-129.95708510703795,LMPC_AVOID,0.5321368559340197
29.90000000000029,-24.607828758931092,-2.5806593705429943,0.4824902499095863,0.858877305964477,0.15203144627321824,-5.897305120726675,27.742725072110403,-1.3551120466732716,-134.75409095000794,LMPC_AVOID,0.5032372533992358
29.95000000000029,-24.902611548287624,-2.4987780044453465,0.47052593573836365,0.8696625562631078,0.15088346643132072,-5.7953392387226295,28.04535635933479,-8.092816594173668,-135.15594312788986,LMPC_AVOID,0.47511685260626013
30.00000000000029,-25.189492812412887,-2.416866316494886,0.45812692269355,0.8809043093567556,0.14976865228200345,-5.695456064933973,28.409483011057517,-14.85061375056816,-131.0135307141955,LMPC_AVOID,0.4477465095519838
30.050000000000292,-25.464753451262094,-2.3348894359478938,0.44519494726446024,0.8919926582053228,0.1486867524008985,-5.597514440856884,28.832534215866303,-21.401290286277938,-122.38921469964792,LMPC_AVOID,0.4212237387560621
30.100000000000293,-25.725331070203048,-2.2528986733776697,0.43166026023270826,0.9029298188247182,0.14763544984526614,-5.501210524975916,29.30401051993198,-27.520751021260335,-109.55188327873053,LMPC_AVOID,0.39569120658586643
30.150000000000293,-25.969266721518995,-2.1721345949630653,0.41695118953876087,0.9137179856110083,0.14661244726575326,-5.406275324476915,29.767651192382317,-29.999999999999996,-92.94520694376588,LMPC_AVOID,0.37131837334375295
30.200000000000294,-26.203365310061486,-2.089563833212861,0.402311804885182,0.9243593269553583,0.14561547390316806,-5.312605246021557,30.339730723163214,-29.999999999999996,-74.86930195131544,LMPC_AVOID,0.3484323980388271
30.250000000000295,-26.433407865228144,-2.0062624884168723,0.3873534457001868,0.9348559560040335,0.14464236360650504,-5.219767691203095,30.9659294528727,-29.999999999999996,-56.796859580162845,LMPC_AVOID,0.3274036372269704
30.300000000000296,-26.659430436349897,-1.9231583252311315,0.37207784012832523,0.9452099963028963,0.14369086721831628,-5.127488546266048,31.602154286369768,-29.999999999999996,-38.727991294969456,LMPC_AVOID,0.3085486066161971
30.350000000000296,-26.881457203283897,-1.838351278984065,0.3560007313339597,0.9554235533799321,0.14275873000658304,-5.035622656206541,32.31901167780879,-29.999999999999996,-20.66282503025215,LMPC_AVOID,0.2922033219985618
30.400000000000297,-27.099506060491276,-1.7533883136569954,0.3401186060408849,0.9654986926326871,0.14184375458193388,-4.943825214562585,33.046127762782845,-29.999999999999996,-2.6014873566964334,LMPC_AVOID,0.27871181661850286
30.450000000000298,-27.313579971875335,-1.6664288860845917,0.3238873179748291,0.975437479061812,0.14094368147477032,-4.8519545688225865,33.851877085283036,-29.999999999999996,15.455868447217357,LMPC_AVOID,0.26840956762191837
30.5000000000003,-27.52367576760575,-1.579339630550167,0.3073405887626021,0.9852419411669987,0.14005629664706362,-4.759675066348618,34.65358729742513,-29.227206577639134,33.50909099468232,LMPC_AVOID,0.26160257240208484
30.5500000000003,-27.73136188579055,-1.4911857144374006,0.29005538466030634,0.9949141088766268,0.13917931398682298,-4.666888630121126,35.48525823589628,-27.551752027905017,51.102751887822286,LMPC_AVOID,0.25858740514370493
30.6000000000003,-27.938243518706706,-1.4003095842396158,0.27306064170246513,1.004455971351918,0.1383105060270114,-4.573401211891316,36.40663429272969,-24.9966144335139,67.5687191182871,LMPC_AVOID,0.2595941019442326
30.6500000000003,-28.145494685320603,-1.308830557028861,0.25541384372870457,1.013869496477516,0.13744764208799012,-4.478848380691557,37.32432903247985,-21.618178477599546,82.3531655878904,LMPC_AVOID,0.2647538284692357
30.7000000000003,-28.35368491457181,-1.2156644944694426,0.23809652713162494,1.0231566631565607,0.1365883827272961,-4.383132799645381,38.27824247615028,-17.500520198205024,94.90612268600604,LMPC_AVOID,0.274082758933467
30.750000000000302,-28.56269771865074,-1.1209391210081767,0.2201513601715751,1.0323194139953895,0.13573043325934145,-4.286043508461581,39.25750859643135,-12.755214063904722,104.70094023299718,LMPC_AVOID,0.28748045646123677
30.800000000000303,-28.7717113947997,-1.0243612916034104,0.20251021895196566,1.0413596770647673,0.1348714707378375,-4.187400553750946,40.268662422745464,-7.5201670522548625,111.26285718571508,LMPC_AVOID,0.3047428197947275
